,Date1,Away_Team1,Home_Team1,Stadium1,Location1,League1,Lat_Lon1,Date2,Away_Team2,Home_Team2,Stadium2,Location2,League2,Lat_Lon2,Date3,Away_Team3,Home_Team3,Stadium3,Location3,League3,Lat_Lon3
98,2022-09-10,Morgan State,Towson,Johnny Unitas Stadium,"Towson, MD",FCS,"(39.396459050000004, -76.61481481790992)",2022-09-11,Jacksonville Jaguars,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
99,2022-09-10,Barton College,Davidson,"Richardson Stadium (Davidson, NC)","Davidson, NC",FCS,"(35.4992614, -80.8485218)",2022-09-11,Cleveland Browns,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
100,2022-09-10,Lindenwood,Houston Baptist,Husky Stadium (TX),"Houston, TX",FCS,"(29.7589382, -95.3676974)",2022-09-11,Indianapolis Colts,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
101,2022-09-10,Northern Arizona,Sam Houston,Elliot T. Bowers Stadium,"Huntsville, TX",FCS,"(30.7235263, -95.5507771)",2022-09-11,Indianapolis Colts,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
102,2022-09-10,Jacksonville State,Murray State,Roy Stewart Stadium,"Murray, KY",FCS,"(36.6103334, -88.314761)",2022-09-11,New York Giants,Tennessee Titans,Nissan Stadium,"Nashville, TN",NFL,"(36.1622767, -86.7742984)",,,,,,,
103,2022-09-10,Delaware State,Delaware,Delaware Stadium,"Newark, DE",FCS,"(39.6775927, -75.7630866)",2022-09-11,Jacksonville Jaguars,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
104,2022-09-10,Texas A&M-Commerce,Tennessee Tech,Tucker Stadium,"Cookeville, TN",FCS,"(36.1623886, -85.4997057)",2022-09-11,New York Giants,Tennessee Titans,Nissan Stadium,"Nashville, TN",NFL,"(36.1622767, -86.7742984)",,,,,,,
105,2022-09-10,Sacred Heart,Central Connecticut,Arute Field,"New Britain, CT",FCS,"(41.6612104, -72.7795419)",2022-09-11,Baltimore Ravens,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
106,2022-09-10,Villanova,Long Island University,Bethpage Federal Credit Union Stadium,"Old Westbury, NY",FCS,"(40.7887113, -73.5995717)",2022-09-11,Baltimore Ravens,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
107,2022-09-10,Virginia Lynchburg,Presbyterian,Bailey Memorial Stadium,"Clinton, SC",FCS,"(34.4726277, -81.8806562)",2022-09-11,Cleveland Browns,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
108,2022-09-10,Fordham,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",2022-09-11,Baltimore Ravens,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
109,2022-09-10,Michigan Tech,St. Thomas - Minnesota,O'Shaughnessy Stadium,"Saint Paul, MN",FCS,"(44.9497487, -93.0931028)",2022-09-11,Green Bay Packers,Minnesota Vikings,U.S. Bank Stadium,"Minneapolis, MN",NFL,"(44.9772995, -93.2654692)",,,,,,,
110,2022-09-10,Mississippi Valley State,Austin Peay,Fortera Stadium,"Clarksville, TN",FCS,"(36.5277607, -87.3588703)",2022-09-11,New York Giants,Tennessee Titans,Nissan Stadium,"Nashville, TN",NFL,"(36.1622767, -86.7742984)",,,,,,,
111,2022-09-10,Hawai'i,Michigan,Michigan Stadium,"Ann Arbor, MI",FBS,"(42.2681569, -83.7312291)",2022-09-11,Philadelphia Eagles,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",,,,,,,
112,2022-09-10,Tarleton,TCU,Amon G. Carter Stadium,"Fort Worth, TX",FBS,"(32.753177, -97.3327459)",2022-09-11,Tampa Bay Buccaneers,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
113,2022-09-10,McNeese,Rice,Rice Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-09-11,Indianapolis Colts,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
114,2022-09-10,Texas Southern,North Texas,Apogee Stadium,"Denton, TX",FBS,"(33.1838787, -97.1413417)",2022-09-11,Tampa Bay Buccaneers,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
115,2022-09-10,UMass,Toledo,Glass Bowl,"Toledo, OH",FBS,"(41.6529143, -83.5378173)",2022-09-11,Philadelphia Eagles,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",,,,,,,
116,2022-09-10,Lamar,SMU,Gerald J. Ford Stadium,"Dallas, TX",FBS,"(32.7762719, -96.7968559)",2022-09-11,Tampa Bay Buccaneers,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
117,2022-09-10,Western Carolina,Georgia Tech,Bobby Dodd Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",2022-09-11,New Orleans Saints,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, GA",NFL,"(33.7489924, -84.3902644)",,,,,,,
118,2022-09-16,Florida State,Louisville,Cardinal Stadium,"Louisville, KY",FBS,"(38.2542376, -85.759407)",2022-09-17,Charleston Southern,Eastern Kentucky,Roy Kidd Stadium,"Richmond, KY",FCS,"(37.7478572, -84.2946539)",,,,,,,
119,2022-09-16,Florida State,Louisville,Cardinal Stadium,"Louisville, KY",FBS,"(38.2542376, -85.759407)",2022-09-17,Youngstown State,Kentucky,Kroger Field,"Lexington, KY",FBS,"(38.0464066, -84.4970393)",,,,,,,
120,2022-09-16,Florida State,Louisville,Cardinal Stadium,"Louisville, KY",FBS,"(38.2542376, -85.759407)",2022-09-17,Cincinnati,Miami (OH),Paul Brown Stadium,"Cincinnati, OH",FBS,"(39.1014537, -84.5124602)",,,,,,,
121,2022-09-16,Florida State,Louisville,Cardinal Stadium,"Louisville, KY",FBS,"(38.2542376, -85.759407)",2022-09-17,Western Kentucky,Indiana,"Memorial Stadium (Bloomington, IN)","Bloomington, IN",FBS,"(39.1670396, -86.5342881)",,,,,,,
122,2022-09-17,William & Mary,Lafayette,Fisher Stadium,"Easton, PA",FCS,"(40.6916081, -75.2099866)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
123,2022-09-17,William & Mary,Lafayette,Fisher Stadium,"Easton, PA",FCS,"(40.6916081, -75.2099866)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
124,2022-09-17,William & Mary,Lafayette,Fisher Stadium,"Easton, PA",FCS,"(40.6916081, -75.2099866)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
125,2022-09-17,Central Connecticut,SE Louisiana,Strawberry Stadium,"Hammond, LA",FCS,"(30.5043583, -90.4611995)",2022-09-18,Tampa Bay Buccaneers,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
126,2022-09-17,Rutgers,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
127,2022-09-17,Rutgers,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
128,2022-09-17,Rutgers,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
129,2022-09-17,Rutgers,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
130,2022-09-17,Rutgers,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
131,2022-09-17,Eastern New Mexico,Tarleton,"Memorial Stadium (Stephenville, TX)","Stephenville, TX",FCS,"(32.2191836, -98.2130634)",2022-09-18,Cincinnati Bengals,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
132,2022-09-17,Morehouse College,Howard,MetLife Stadium,"East Rutherford, NJ",FCS,"(40.82046, -74.08307621723368)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
133,2022-09-17,Morehouse College,Howard,MetLife Stadium,"East Rutherford, NJ",FCS,"(40.82046, -74.08307621723368)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
134,2022-09-17,Morehouse College,Howard,MetLife Stadium,"East Rutherford, NJ",FCS,"(40.82046, -74.08307621723368)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
135,2022-09-17,Sacred Heart,Morgan State,Hughes Stadium (MD),"Baltimore, MD",FCS,"(39.2908816, -76.610759)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
136,2022-09-17,Sacred Heart,Morgan State,Hughes Stadium (MD),"Baltimore, MD",FCS,"(39.2908816, -76.610759)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
137,2022-09-17,Sacred Heart,Morgan State,Hughes Stadium (MD),"Baltimore, MD",FCS,"(39.2908816, -76.610759)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
138,2022-09-17,Columbia,Marist,Tenney Stadium at Leonidoff Field,"Poughkeepsie, NY",FCS,"(41.7065539, -73.9283672)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
139,2022-09-17,Columbia,Marist,Tenney Stadium at Leonidoff Field,"Poughkeepsie, NY",FCS,"(41.7065539, -73.9283672)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
140,2022-09-17,San Diego,UC Davis,UC Davis Health Stadium,"Davis, CA",FCS,"(38.545379, -121.744583)",2022-09-18,Seattle Seahawks,San Francisco 49ers,Levi's Stadium,"Santa Clara, CA",NFL,"(37.2333253, -121.6846349)",,,,,,,
141,2022-09-17,Virginia Lynchburg,Delaware State,Alumni Stadium (DE),"Dover, DE",FCS,"(39.158168, -75.5243682)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
142,2022-09-17,Virginia Lynchburg,Delaware State,Alumni Stadium (DE),"Dover, DE",FCS,"(39.158168, -75.5243682)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
143,2022-09-17,Virginia Lynchburg,Delaware State,Alumni Stadium (DE),"Dover, DE",FCS,"(39.158168, -75.5243682)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
144,2022-09-17,Albany,Fordham,Jack Coffey Field,"Bronx, NY",FCS,"(40.8466508, -73.8785937)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
145,2022-09-17,Albany,Fordham,Jack Coffey Field,"Bronx, NY",FCS,"(40.8466508, -73.8785937)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
146,2022-09-17,Albany,Fordham,Jack Coffey Field,"Bronx, NY",FCS,"(40.8466508, -73.8785937)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
147,2022-09-17,Georgetown,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
148,2022-09-17,Georgetown,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
149,2022-09-17,Georgetown,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
150,2022-09-17,Princeton,Stetson,Spec Martin Stadium,"Deland, FL",FCS,"(29.0283213, -81.3031098)",2022-09-18,Indianapolis Colts,Jacksonville Jaguars,TIAA Bank Field,"Jacksonville, FL",NFL,"(30.3321838, -81.655651)",,,,,,,
151,2022-09-17,Texas Southern,Southern,Globe Life Field,"Arlington, TX",FCS,"(32.701938999999996, -97.10562379033699)",2022-09-18,Cincinnati Bengals,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
152,2022-09-17,Colgate,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
153,2022-09-17,Colgate,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
154,2022-09-17,Colgate,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
155,2022-09-17,Colgate,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
156,2022-09-17,Colgate,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
157,2022-09-17,St. Francis (PA),Wagner,Hameline Field at Wagner College Stadium,"Staten Island, NY",FCS,"(40.5834557, -74.1496048)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
158,2022-09-17,St. Francis (PA),Wagner,Hameline Field at Wagner College Stadium,"Staten Island, NY",FCS,"(40.5834557, -74.1496048)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
159,2022-09-17,St. Francis (PA),Wagner,Hameline Field at Wagner College Stadium,"Staten Island, NY",FCS,"(40.5834557, -74.1496048)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
160,2022-09-17,Marshall,Bowling Green,Doyt L. Perry Stadium,"Bowling Green, OH",FBS,"(41.3747744, -83.6513229)",2022-09-18,Washington Commanders,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",,,,,,,
161,2022-09-17,Mississippi State,LSU,Tiger Stadium (LA),"Baton Rouge, LA",FBS,"(30.4459596, -91.18738)",2022-09-18,Tampa Bay Buccaneers,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
162,2022-09-17,South Florida,Florida,Ben Hill Griffin Stadium,"Gainesville, FL",FBS,"(29.6519684, -82.3249846)",2022-09-18,Indianapolis Colts,Jacksonville Jaguars,TIAA Bank Field,"Jacksonville, FL",NFL,"(30.3321838, -81.655651)",,,,,,,
163,2022-09-17,SMU,Maryland,Maryland Stadium,"College Park, MD",FBS,"(38.99203005, -76.94610290199051)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
164,2022-09-17,SMU,Maryland,Maryland Stadium,"College Park, MD",FBS,"(38.99203005, -76.94610290199051)",2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
165,2022-09-17,Texas State,Baylor,McLane Stadium,"Waco, TX",FBS,"(31.549333, -97.1466695)",2022-09-18,Cincinnati Bengals,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
166,2022-09-17,UConn,Michigan,Michigan Stadium,"Ann Arbor, MI",FBS,"(42.2681569, -83.7312291)",2022-09-18,Washington Commanders,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",,,,,,,
167,2022-09-17,Fresno State,USC,Los Angeles Memorial Coliseum,"Los Angeles, CA",FBS,"(34.0536909, -118.242766)",2022-09-18,Atlanta Falcons,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
168,2022-09-17,Long Island University,Kent State,Dix Stadium,"Kent, OH",FBS,"(41.1536674, -81.357886)",2022-09-18,New York Jets,Cleveland Browns,FirstEnergy Stadium,"Cleveland, OH",NFL,"(41.4996562, -81.6936813)",,,,,,,
169,2022-09-17,Long Island University,Kent State,Dix Stadium,"Kent, OH",FBS,"(41.1536674, -81.357886)",2022-09-18,New England Patriots,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
170,2022-09-17,Towson,West Virginia,Milan Puskar Stadium,"Morgantown, WV",FBS,"(39.6296809, -79.9559437)",2022-09-18,New England Patriots,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
171,2022-09-17,South Alabama,UCLA,Rose Bowl,"Pasadena, CA",FBS,"(34.1476452, -118.1444779)",2022-09-18,Atlanta Falcons,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
172,2022-09-17,Villanova,Army,Michie Stadium,"West Point, NY",FBS,"(41.38748, -73.964071)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
173,2022-09-17,Villanova,Army,Michie Stadium,"West Point, NY",FBS,"(41.38748, -73.964071)",2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19 00:00:00,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)"
174,2022-09-17,North Texas,UNLV,Allegiant Stadium,"Las Vegas, NV",FBS,"(36.1672559, -115.148516)",2022-09-18,Arizona Cardinals,Las Vegas Raiders,Allegiant Stadium,"Las Vegas, NV",NFL,"(36.1672559, -115.148516)",,,,,,,
175,2022-09-18,Carolina Panthers,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
176,2022-09-18,Miami Dolphins,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",2022-09-19,Minnesota Vikings,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
177,2022-09-22,Chattanooga,Illinois,"Memorial Stadium (Champaign, IL)","Champaign, IL",FBS,"(40.1164841, -88.2430932)",2022-09-24,Florida Atlantic,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",,,,,,,
178,2022-09-22,Chattanooga,Illinois,"Memorial Stadium (Champaign, IL)","Champaign, IL",FBS,"(40.1164841, -88.2430932)",2022-09-24,Florida Atlantic,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-09-25 00:00:00,Kansas City Chiefs,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)"
179,2022-09-22,Coastal Carolina,Georgia State,Center Parc Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",2022-09-24,Kent State,Georgia,Sanford Stadium,"Athens, GA",FBS,"(33.9597677, -83.376398)",,,,,,,
180,2022-09-22,Coastal Carolina,Georgia State,Center Parc Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",2022-09-24,Wofford,Kennesaw State,Fifth Third Bank Stadium,"Kennesaw, GA",FCS,"(34.0234337, -84.6154897)",,,,,,,
181,2022-09-22,West Virginia,Virginia Tech,Lane Stadium,"Blacksburg, VA",FBS,"(37.2296566, -80.4136767)",2022-09-24,Clemson,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",,,,,,,
182,2022-09-22,West Virginia,Virginia Tech,Lane Stadium,"Blacksburg, VA",FBS,"(37.2296566, -80.4136767)",2022-09-24,Clemson,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-25 00:00:00,New Orleans Saints,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)"
183,2022-09-22,West Virginia,Virginia Tech,Lane Stadium,"Blacksburg, VA",FBS,"(37.2296566, -80.4136767)",2022-09-24,Akron,Liberty,Williams Stadium (VA),"Lynchburg, VA",FBS,"(37.4137536, -79.1422464)",,,,,,,
184,2022-09-22,West Virginia,Virginia Tech,Lane Stadium,"Blacksburg, VA",FBS,"(37.2296566, -80.4136767)",2022-09-24,South Carolina State,North Carolina A&T,Truist Stadium,"Greensboro, NC",FCS,"(36.0726355, -79.7919754)",,,,,,,
185,2022-09-22,West Virginia,Virginia Tech,Lane Stadium,"Blacksburg, VA",FBS,"(37.2296566, -80.4136767)",2022-09-24,South Carolina State,North Carolina A&T,Truist Stadium,"Greensboro, NC",FCS,"(36.0726355, -79.7919754)",2022-09-25 00:00:00,New Orleans Saints,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)"
186,2022-09-23,Boise State,UTEP,Sun Bowl,"El Paso, TX",FBS,"(31.7754152, -106.464634)",2022-09-24,Hawai'i,New Mexico State,Aggie Memorial Stadium,"Las Cruces, NM",FBS,"(32.3140354, -106.7798078)",,,,,,,
187,2022-09-23,Nevada,Air Force,Falcon Stadium,"Usaf Academy, CO",FBS,"(38.77406895, -104.30153449109022)",2022-09-25,San Francisco 49ers,Denver Broncos,Empower Field at Mile High,"Denver, CO",NFL,"(39.7392364, -104.9848623)",,,,,,,
188,2022-09-23,Virginia,Syracuse,JMA Wireless Dome,"Syracuse, NY",FBS,"(43.0481221, -76.1474244)",2022-09-24,Yale,Cornell,Schoellkopf Field,"Ithaca, NY",FCS,"(42.437072, -76.54831458600927)",,,,,,,
189,2022-09-24,Georgia Tech,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-09-25,Green Bay Packers,Tampa Bay Buccaneers,Raymond James Stadium,"Tampa, FL",NFL,"(27.9477595, -82.458444)",,,,,,,
190,2022-09-24,Clemson,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-25,New Orleans Saints,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
191,2022-09-24,UMass,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-25,Cincinnati Bengals,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
