,Date1,Away_Team1,Home_Team1,Stadium1,Location1,League1,Lat_Lon1,Date2,Away_Team2,Home_Team2,Stadium2,Location2,League2,Lat_Lon2,Date3,Away_Team3,Home_Team3,Stadium3,Location3,League3,Lat_Lon3
594,2022-11-16,Eastern Michigan,Kent State,Dix Stadium,"Kent, OH",FBS,"(41.1536674, -81.357886)",2022-11-19,Southern Illinois,Youngstown State,Stambaugh Stadium,"Youngstown, OH",FCS,"(41.1035786, -80.6520161)",2022-11-20 00:00:00,Cincinnati Bengals,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)"
595,2022-11-16,Eastern Michigan,Kent State,Dix Stadium,"Kent, OH",FBS,"(41.1536674, -81.357886)",2022-11-19,Bryant,Robert Morris,Joe Walton Stadium,"Moon Township, PA",FCS,"(40.5061, -80.2082)",,,,,,,
596,2022-11-16,Eastern Michigan,Kent State,Dix Stadium,"Kent, OH",FBS,"(41.1536674, -81.357886)",2022-11-19,Bryant,Robert Morris,Joe Walton Stadium,"Moon Township, PA",FCS,"(40.5061, -80.2082)",2022-11-20 00:00:00,Cincinnati Bengals,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)"
597,2022-11-16,Eastern Michigan,Kent State,Dix Stadium,"Kent, OH",FBS,"(41.1536674, -81.357886)",2022-11-19,Duke,Pittsburgh,Heinz Field,"Pittsburgh, PA",FBS,"(40.4416941, -79.9900861)",,,,,,,
598,2022-11-16,Eastern Michigan,Kent State,Dix Stadium,"Kent, OH",FBS,"(41.1536674, -81.357886)",2022-11-19,Duke,Pittsburgh,Heinz Field,"Pittsburgh, PA",FBS,"(40.4416941, -79.9900861)",2022-11-20 00:00:00,Cincinnati Bengals,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)"
599,2022-11-16,Western Michigan,Central Michigan,Kelly/Shorts Stadium,"Mount Pleasant, MI",FBS,"(43.597646, -84.7668495)",2022-11-19,Indiana,Michigan State,Spartan Stadium,"East Lansing, MI",FBS,"(42.7320307, -84.4721678)",,,,,,,
600,2022-11-16,Miami (OH),Northern Illinois,Huskie Stadium,"DeKalb, IL",FBS,"(41.8903447, -88.7713953)",2022-11-19,Drake,Valparaiso,Brown Field,"Valparaiso, IN",FCS,"(41.4730948, -87.0611412)",,,,,,,
601,2022-11-17,SMU,Tulane,Yulman Stadium,"New Orleans, LA",FBS,"(29.9759983, -90.0782127)",2022-11-19,UAB,LSU,Tiger Stadium (LA),"Baton Rouge, LA",FBS,"(30.4459596, -91.18738)",,,,,,,
602,2022-11-17,SMU,Tulane,Yulman Stadium,"New Orleans, LA",FBS,"(29.9759983, -90.0782127)",2022-11-19,UAB,LSU,Tiger Stadium (LA),"Baton Rouge, LA",FBS,"(30.4459596, -91.18738)",2022-11-20 00:00:00,Los Angeles Rams,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)"
603,2022-11-17,SMU,Tulane,Yulman Stadium,"New Orleans, LA",FBS,"(29.9759983, -90.0782127)",2022-11-20,Los Angeles Rams,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
604,2022-11-17,SE Louisiana,Nicholls,John L. Guidry Stadium,"Thibodaux, LA",FCS,"(29.7957633, -90.822871)",2022-11-19,UAB,LSU,Tiger Stadium (LA),"Baton Rouge, LA",FBS,"(30.4459596, -91.18738)",,,,,,,
605,2022-11-17,SE Louisiana,Nicholls,John L. Guidry Stadium,"Thibodaux, LA",FCS,"(29.7957633, -90.822871)",2022-11-19,UAB,LSU,Tiger Stadium (LA),"Baton Rouge, LA",FBS,"(30.4459596, -91.18738)",2022-11-20 00:00:00,Los Angeles Rams,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)"
606,2022-11-17,SE Louisiana,Nicholls,John L. Guidry Stadium,"Thibodaux, LA",FCS,"(29.7957633, -90.822871)",2022-11-20,Los Angeles Rams,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
607,2022-11-19,Long Island University,Sacred Heart,Campus Field,"Fairfield, CT",FCS,"(41.2943069, -73.37486)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
608,2022-11-19,Wagner,Duquesne,Arthur J. Rooney Athletic Field,"Pittsburgh, PA",FCS,"(40.4416941, -79.9900861)",2022-11-20,Cincinnati Bengals,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
609,2022-11-19,Pennsylvania,Princeton,Powers Field at Princeton Stadium,"Princeton, NJ",FCS,"(40.34833555, -74.6684230570877)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
610,2022-11-19,Southern Illinois,Youngstown State,Stambaugh Stadium,"Youngstown, OH",FCS,"(41.1035786, -80.6520161)",2022-11-20,Cincinnati Bengals,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
611,2022-11-19,Stony Brook,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
612,2022-11-19,Bryant,Robert Morris,Joe Walton Stadium,"Moon Township, PA",FCS,"(40.5061, -80.2082)",2022-11-20,Cincinnati Bengals,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
613,2022-11-19,Lehigh,Lafayette,Fisher Stadium,"Easton, PA",FCS,"(40.6916081, -75.2099866)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
614,2022-11-19,Holy Cross,Georgetown,Cooper Field,"Washington, DC",FCS,"(38.8950368, -77.0365427)",2022-11-20,Carolina Panthers,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
615,2022-11-19,St. Thomas - Minnesota,Butler,Bud and Jackie Sellick Bowl,"Indianapolis, IN",FCS,"(39.7683331, -86.1583502)",2022-11-20,Philadelphia Eagles,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
616,2022-11-19,St. Thomas - Minnesota,Butler,Bud and Jackie Sellick Bowl,"Indianapolis, IN",FCS,"(39.7683331, -86.1583502)",2022-11-20,Philadelphia Eagles,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",2022-11-22 00:00:00,Ball State,Miami (OH),Yager Stadium,"Oxford, OH",FBS,"(39.5103048, -84.7420519)"
617,2022-11-19,St. Thomas - Minnesota,Butler,Bud and Jackie Sellick Bowl,"Indianapolis, IN",FCS,"(39.7683331, -86.1583502)",2022-11-22,Ball State,Miami (OH),Yager Stadium,"Oxford, OH",FBS,"(39.5103048, -84.7420519)",,,,,,,
618,2022-11-19,Sam Houston,Lamar,Provost Umphrey Stadium,"Beaumont, TX",FCS,"(30.0860459, -94.1018461)",2022-11-20,Washington Commanders,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
619,2022-11-19,Cornell,Columbia,Lawrence A. Wien Stadium,"New York, NY",FCS,"(40.7127281, -74.0060152)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
620,2022-11-19,Howard,Morgan State,Hughes Stadium (MD),"Baltimore, MD",FCS,"(39.2908816, -76.610759)",2022-11-20,Carolina Panthers,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
621,2022-11-19,Missouri State,Indiana State,"Memorial Stadium (Terre Haute, IN)","Terre Haute, IN",FCS,"(39.4667025, -87.4139119)",2022-11-20,Philadelphia Eagles,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
622,2022-11-19,Missouri State,Indiana State,"Memorial Stadium (Terre Haute, IN)","Terre Haute, IN",FCS,"(39.4667025, -87.4139119)",2022-11-20,Philadelphia Eagles,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",2022-11-22 00:00:00,Ball State,Miami (OH),Yager Stadium,"Oxford, OH",FBS,"(39.5103048, -84.7420519)"
623,2022-11-19,Akron,Buffalo,UB Stadium,"Buffalo, NY",FBS,"(42.8867166, -78.8783922)",2022-11-20,Cleveland Browns,Buffalo Bills,Highmark Stadium,"Orchard Park, NY",NFL,"(42.7676, -78.7439)",,,,,,,
624,2022-11-19,Duke,Pittsburgh,Heinz Field,"Pittsburgh, PA",FBS,"(40.4416941, -79.9900861)",2022-11-20,Cincinnati Bengals,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
625,2022-11-19,Penn State,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
626,2022-11-19,Northwestern,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-11-20,Philadelphia Eagles,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
627,2022-11-19,Northwestern,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-11-20,Philadelphia Eagles,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",2022-11-22 00:00:00,Ball State,Miami (OH),Yager Stadium,"Oxford, OH",FBS,"(39.5103048, -84.7420519)"
628,2022-11-19,Iowa,Minnesota,Huntington Bank Stadium,"Minneapolis, MN",FBS,"(44.9772995, -93.2654692)",2022-11-20,Dallas Cowboys,Minnesota Vikings,U.S. Bank Stadium,"Minneapolis, MN",NFL,"(44.9772995, -93.2654692)",,,,,,,
629,2022-11-19,Kansas State,West Virginia,Milan Puskar Stadium,"Morgantown, WV",FBS,"(39.6296809, -79.9559437)",2022-11-20,Cincinnati Bengals,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
630,2022-11-19,Ohio State,Maryland,Maryland Stadium,"College Park, MD",FBS,"(38.99203005, -76.94610290199051)",2022-11-20,Carolina Panthers,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
631,2022-11-19,Colorado State,Air Force,Falcon Stadium,"Usaf Academy, CO",FBS,"(38.77406895, -104.30153449109022)",2022-11-20,Las Vegas Raiders,Denver Broncos,Empower Field at Mile High,"Denver, CO",NFL,"(39.7392364, -104.9848623)",,,,,,,
632,2022-11-19,UTSA,Rice,Rice Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-11-20,Washington Commanders,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
633,2022-11-19,UConn,Army,Michie Stadium,"West Point, NY",FBS,"(41.38748, -73.964071)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
634,2022-11-19,UAB,LSU,Tiger Stadium (LA),"Baton Rouge, LA",FBS,"(30.4459596, -91.18738)",2022-11-20,Los Angeles Rams,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
635,2022-11-19,Cincinnati,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-11-20,Carolina Panthers,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
636,2022-11-19,Cincinnati,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
637,2022-11-19,Campbell,Delaware State,Alumni Stadium (DE),"Dover, DE",FCS,"(39.158168, -75.5243682)",2022-11-20,Carolina Panthers,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
638,2022-11-19,Hampton,Towson,Johnny Unitas Stadium,"Towson, MD",FCS,"(39.396459050000004, -76.61481481790992)",2022-11-20,Carolina Panthers,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
639,2022-11-19,Delaware,Villanova,Villanova Stadium,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-11-20,Carolina Panthers,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
640,2022-11-19,Delaware,Villanova,Villanova Stadium,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
641,2022-11-19,Colgate,Fordham,Jack Coffey Field,"Bronx, NY",FCS,"(40.8466508, -73.8785937)",2022-11-20,Detroit Lions,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
642,2022-11-19,UMass,Texas A&M,Kyle Field,"College Station, TX",FBS,"(30.5955289, -96.3071042)",2022-11-20,Washington Commanders,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
643,2022-11-19,USC,UCLA,Rose Bowl,"Pasadena, CA",FBS,"(34.1476452, -118.1444779)",2022-11-20,Kansas City Chiefs,Los Angeles Chargers,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
644,2022-11-20,Philadelphia Eagles,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",2022-11-22,Ball State,Miami (OH),Yager Stadium,"Oxford, OH",FBS,"(39.5103048, -84.7420519)",,,,,,,
645,2022-11-24,New York Giants,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",2022-11-26,Memphis,SMU,Gerald J. Ford Stadium,"Dallas, TX",FBS,"(32.7762719, -96.7968559)",,,,,,,
646,2022-11-24,New York Giants,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",2022-11-26,Rice,North Texas,Apogee Stadium,"Denton, TX",FBS,"(33.1838787, -97.1413417)",,,,,,,
647,2022-11-24,New York Giants,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",2022-11-26,Iowa State,TCU,Amon G. Carter Stadium,"Fort Worth, TX",FBS,"(32.753177, -97.3327459)",,,,,,,
648,2022-11-24,Arkansas-Pine Bluff,Alabama State,ASU Football Stadium,"Montgomery, AL",FCS,"(32.3669656, -86.3006485)",2022-11-26,Southern Miss,UL Monroe,Malone Stadium,"Monroe, LA",FBS,"(31.5593935, -87.3781004)",,,,,,,
649,2022-11-24,Buffalo Bills,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",2022-11-25,Central Michigan,Eastern Michigan,Rynearson Stadium,"Ypsilanti, MI",FBS,"(42.2410562, -83.613055)",,,,,,,
650,2022-11-24,Buffalo Bills,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",2022-11-27,Tampa Bay Buccaneers,Cleveland Browns,FirstEnergy Stadium,"Cleveland, OH",NFL,"(41.4996562, -81.6936813)",,,,,,,
651,2022-11-25,UCLA,California,California Memorial Stadium,"Berkeley, CA",FBS,"(37.8753497, -122.23963364918777)",2022-11-26,Hawai'i,San José State,CEFCU Stadium,"San Jose, CA",FBS,"(37.320031, -121.868644)",,,,,,,
652,2022-11-25,UCLA,California,California Memorial Stadium,"Berkeley, CA",FBS,"(37.8753497, -122.23963364918777)",2022-11-26,Hawai'i,San José State,CEFCU Stadium,"San Jose, CA",FBS,"(37.320031, -121.868644)",2022-11-27 00:00:00,New Orleans Saints,San Francisco 49ers,Levi's Stadium,"Santa Clara, CA",NFL,"(37.2333253, -121.6846349)"
653,2022-11-25,UCLA,California,California Memorial Stadium,"Berkeley, CA",FBS,"(37.8753497, -122.23963364918777)",2022-11-26,BYU,Stanford,Stanford Stadium,"Stanford, CA",FBS,"(37.426540700000004, -122.17029258409187)",,,,,,,
654,2022-11-25,UCLA,California,California Memorial Stadium,"Berkeley, CA",FBS,"(37.8753497, -122.23963364918777)",2022-11-26,BYU,Stanford,Stanford Stadium,"Stanford, CA",FBS,"(37.426540700000004, -122.17029258409187)",2022-11-27 00:00:00,New Orleans Saints,San Francisco 49ers,Levi's Stadium,"Santa Clara, CA",NFL,"(37.2333253, -121.6846349)"
655,2022-11-25,UCLA,California,California Memorial Stadium,"Berkeley, CA",FBS,"(37.8753497, -122.23963364918777)",2022-11-27,New Orleans Saints,San Francisco 49ers,Levi's Stadium,"Santa Clara, CA",NFL,"(37.2333253, -121.6846349)",,,,,,,
656,2022-11-25,Baylor,Texas,DKR-Texas Memorial Stadium,"Austin, TX",FBS,"(30.2711286, -97.7436995)",2022-11-26,UTEP,UTSA,Alamodome,"San Antonio, TX",FBS,"(29.4246002, -98.4951405)",,,,,,,
657,2022-11-25,Baylor,Texas,DKR-Texas Memorial Stadium,"Austin, TX",FBS,"(30.2711286, -97.7436995)",2022-11-26,Louisiana,Texas State,Bobcat Stadium (TX),"San Marcos, TX",FBS,"(29.8826436, -97.9405828)",,,,,,,
658,2022-11-25,Baylor,Texas,DKR-Texas Memorial Stadium,"Austin, TX",FBS,"(30.2711286, -97.7436995)",2022-11-26,LSU,Texas A&M,Kyle Field,"College Station, TX",FBS,"(30.5955289, -96.3071042)",,,,,,,
659,2022-11-25,NC State,North Carolina,Kenan Stadium,"Chapel Hill, NC",FBS,"(35.9131542, -79.05578)",2022-11-26,Wake Forest,Duke,Wallace Wade Stadium,"Durham, NC",FBS,"(35.996653, -78.9018053)",,,,,,,
660,2022-11-26,East Carolina,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-11-27,Green Bay Packers,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
661,2022-11-26,East Carolina,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-11-27,Chicago Bears,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
662,2022-11-26,Hawai'i,San José State,CEFCU Stadium,"San Jose, CA",FBS,"(37.320031, -121.868644)",2022-11-27,New Orleans Saints,San Francisco 49ers,Levi's Stadium,"Santa Clara, CA",NFL,"(37.2333253, -121.6846349)",,,,,,,
663,2022-11-26,Western Kentucky,Florida Atlantic,FAU Stadium,"Boca Raton, FL",FBS,"(26.3586885, -80.0830984)",2022-11-27,Houston Texans,Miami Dolphins,Hard Rock Stadium,"Miami Gardens, FL",NFL,"(25.9420377, -80.2456045)",,,,,,,
664,2022-11-26,Middle Tennessee,Florida International,Riccardo Silva Stadium,"Miami, FL",FBS,"(25.7741728, -80.19362)",2022-11-27,Houston Texans,Miami Dolphins,Hard Rock Stadium,"Miami Gardens, FL",NFL,"(25.9420377, -80.2456045)",,,,,,,
665,2022-11-26,Pittsburgh,Miami,Hard Rock Stadium,"Miami Gardens, FL",FBS,"(25.9420377, -80.2456045)",2022-11-27,Houston Texans,Miami Dolphins,Hard Rock Stadium,"Miami Gardens, FL",NFL,"(25.9420377, -80.2456045)",,,,,,,
666,2022-11-26,Tennessee,Vanderbilt,Vanderbilt Stadium,"Nashville, TN",FBS,"(36.1622767, -86.7742984)",2022-11-27,Cincinnati Bengals,Tennessee Titans,Nissan Stadium,"Nashville, TN",NFL,"(36.1622767, -86.7742984)",,,,,,,
667,2022-11-26,BYU,Stanford,Stanford Stadium,"Stanford, CA",FBS,"(37.426540700000004, -122.17029258409187)",2022-11-27,New Orleans Saints,San Francisco 49ers,Levi's Stadium,"Santa Clara, CA",NFL,"(37.2333253, -121.6846349)",,,,,,,
668,2022-11-26,Rutgers,Maryland,Maryland Stadium,"College Park, MD",FBS,"(38.99203005, -76.94610290199051)",2022-11-27,Atlanta Falcons,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
669,2022-11-26,Purdue,Indiana,"Memorial Stadium (Bloomington, IN)","Bloomington, IN",FBS,"(39.1670396, -86.5342881)",2022-11-28,Pittsburgh Steelers,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
670,2022-12-08,Las Vegas Raiders,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",2022-12-11,Miami Dolphins,Los Angeles Chargers,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
